Area,Sale Price,#Beds,#FBaths,SqFt LA,Pool YN,Waterfront Property (Y/N)
4460,2601775,0.3333333333333330,0.26666666666666700,0.16528076240306500,1,0
22,5000000,0.4166666666666670,0.3333333333333330,0.16528076240306500,1,1
5100,5244142,0.3333333333333330,0.2,0.1657012052695510,1,1
3222,5425000,0.25,0.2,0.16663552275063100,1,1
32,4900000,0.4166666666666670,0.3333333333333330,0.16850415771279100,1,0
5440,2990100,0.3333333333333330,0.26666666666666700,0.16911146407549300,1,0
3170,3537563,0.25,0.26666666666666700,0.16915817994954700,1,0
4170,5050000,0.3333333333333330,0.26666666666666700,0.16939175931981700,1,0
5440,3600000,0.4166666666666670,0.26666666666666700,0.1695786228160330,1,0
4360,4300000,0.4166666666666670,0.26666666666666700,0.170886667289545,1,0
4220,2799000,0.3333333333333330,0.26666666666666700,0.170980099037653,1,0
4220,2799000,0.3333333333333330,0.26666666666666700,0.170980099037653,1,0
5440,7025000,0.4166666666666670,0.3333333333333330,0.17144725777819300,1,0
5230,4000000,0.3333333333333330,0.26666666666666700,0.17205456414089500,1,1
32,1905000,0.3333333333333330,0.26666666666666700,0.1721947117630570,0,0
4220,2200000,0.3333333333333330,0.26666666666666700,0.1751378118284590,1,0
4220,2599000,0.3333333333333330,0.26666666666666700,0.1751378118284590,1,0
4220,2850000,0.3333333333333330,0.26666666666666700,0.1751378118284590,1,0
4220,2775000,0.3333333333333330,0.26666666666666700,0.1751378118284590,1,0
4220,2850000,0.3333333333333330,0.26666666666666700,0.1751378118284590,1,0
4260,3200000,0.3333333333333330,0.3333333333333330,0.17700644679061900,1,0
32,4775000,0.25,0.2,0.17714659441278100,1,0
5440,3150000,0.3333333333333330,0.3333333333333330,0.17789404839764600,1,0
22,4400000,0.5,0.4,0.1789217976268340,1,0
32,6300000,0.3333333333333330,0.26666666666666700,0.1791086611230500,1,0
32,3700000,0.4166666666666670,0.3333333333333330,0.18135102307764200,1,0
5002,13075000,0.3333333333333330,0.26666666666666700,0.18181818181818200,1,0
5440,3500000,0.3333333333333330,0.26666666666666700,0.18228534055872200,1,0
5440,3310800,0.3333333333333330,0.26666666666666700,0.1829860786695320,1,0
32,8250000,0.3333333333333330,0.26666666666666700,0.18326637391385600,1,1
5250,4025000,0.4166666666666670,0.26666666666666700,0.18349995328412600,1,1
32,5940000,0.4166666666666670,0.26666666666666700,0.18504157712790800,1,0
32,6700000,0.3333333333333330,0.3333333333333330,0.18606932635709600,1,0
12,5000000,0.4166666666666670,0.26666666666666700,0.18887227880033600,1,0
41,5000000,0.4166666666666670,0.3333333333333330,0.18919928991871400,1,0
4220,4900000,0.3333333333333330,0.26666666666666700,0.19046061851817200,1,0
3600,5000000,0.4166666666666670,0.3333333333333330,0.19162851536952300,1,1
32,2450000,0.5,0.4,0.19274969634681900,1,0
4350,1685000,0.4166666666666670,0.3333333333333330,0.19293655984303500,1,0
5001,13490000,0.25,0.26666666666666700,0.19443146781276300,1,0
4260,3795000,0.3333333333333330,0.26666666666666700,0.1959730916565450,1,0
32,6100000,0.5,0.4,0.1962066710268150,1,0
4160,4295000,0.4166666666666670,0.3333333333333330,0.19653368214519300,1,0
5002,14350000,0.3333333333333330,0.4,0.19662711389330100,1,0
32,3525000,0.5,0.26666666666666700,0.19667382976735500,1,0
4220,4800000,0.3333333333333330,0.26666666666666700,0.197561431374381,1,0
4260,4120000,0.4166666666666670,0.3333333333333330,0.197561431374381,1,0
3600,4279000,0.3333333333333330,0.3333333333333330,0.19807530598897500,1,1
3600,4250000,0.4166666666666670,0.4,0.19816873773708300,1,0
4160,3000000,0.5,0.4,0.19914977109221700,1,0
4120,4600000,0.3333333333333330,0.26666666666666700,0.19919648696627100,1,0
3260,2850000,0.4166666666666670,0.3333333333333330,0.2000840885732970,1,0
22,2900000,0.3333333333333330,0.26666666666666700,0.20041109969167500,1,0
4160,3402925,0.5,0.4,0.20041109969167500,1,0
4460,3999000,0.4166666666666670,0.3333333333333330,0.20120526955059300,1,0
4460,4679683,0.4166666666666670,0.26666666666666700,0.20176586003924100,1,0
5410,3350000,0.3333333333333330,0.2,0.2026534616462670,1,1
5004,12500000,0.3333333333333330,0.26666666666666700,0.20298047276464500,1,1
4160,4000000,0.3333333333333330,0.3333333333333330,0.20321405213491500,1,0
4460,3700000,0.5,0.3333333333333330,0.20344763150518500,1,1
3260,4800000,0.3333333333333330,0.26666666666666700,0.20349434737923900,1,1
3222,2250000,0.4166666666666670,0.26666666666666700,0.20419508549005000,1,0
5100,7450000,0.3333333333333330,0.3333333333333330,0.20428851723815800,1,1
5440,3700000,0.4166666666666670,0.3333333333333330,0.2078856395403160,1,0
41,3250000,0.4166666666666670,0.4,0.2079323554143700,0,0
4260,4250000,0.4166666666666670,0.3333333333333330,0.2080257871624780,1,0
3221,3850000,0.4166666666666670,0.3333333333333330,0.20811921891058600,1,1
4460,5999999,0.4166666666666670,0.26666666666666700,0.20825936653274800,1,1
5001,16900000,0.4166666666666670,0.3333333333333330,0.20867980939923400,0,0
4260,4300000,0.4166666666666670,0.4,0.20956741100626000,1,0
,8325000,0.0,0.0,0.20994113799869200,1,1
3280,3249000,0.3333333333333330,0.3333333333333330,0.21022143324301600,1,0
5250,4900000,0.3333333333333330,0.4,0.21022143324301600,1,0
3260,4200000,0.4166666666666670,0.4,0.21026814911707000,1,0
4180,6500000,0.3333333333333330,0.26666666666666700,0.21068859198355600,1,1
4180,4700000,0.4166666666666670,0.3333333333333330,0.21092217135382600,1,1
3600,4820000,0.4166666666666670,0.3333333333333330,0.21096888722788000,1,0
3040,4895000,0.5,0.4666666666666670,0.21143604596842000,1,1
5250,5500000,0.3333333333333330,0.3333333333333330,0.2118564888349060,1,1
4140,6550000,0.3333333333333330,0.3333333333333330,0.21283752219004000,1,0
4140,7675000,0.4166666666666670,0.3333333333333330,0.21283752219004000,1,0
42,6800000,0.5833333333333330,0.4666666666666670,0.2132579650565260,1,0
4180,4550000,0.4166666666666670,0.3333333333333330,0.21395870316733600,1,1
4220,3750000,0.3333333333333330,0.2,0.21559375875922600,1,0
5440,6318000,0.4166666666666670,0.4666666666666670,0.2157339063813880,1,0
5230,5650000,0.4166666666666670,0.3333333333333330,0.21811641595814300,1,1
32,7200000,0.4166666666666670,0.4,0.2186302905727370,1,0
3221,3875000,0.4166666666666670,0.4666666666666670,0.21909744931327700,1,1
5230,7650000,0.4166666666666670,0.3333333333333330,0.21942446043165500,1,1
5250,4778000,0.4166666666666670,0.26666666666666700,0.22073250490516700,1,1
32,3300000,0.3333333333333330,0.2,0.22171353826030100,0,0
4260,4750000,0.3333333333333330,0.4,0.22180697000840900,1,0
4140,5300000,0.3333333333333330,0.26666666666666700,0.2224142763711110,1,0
4140,5225000,0.3333333333333330,0.26666666666666700,0.2224142763711110,1,0
4260,4950000,0.3333333333333330,0.26666666666666700,0.22423619545921700,1,0
3221,3680000,0.4166666666666670,0.4,0.2248902176959730,1,1
5440,9375000,0.4166666666666670,0.3333333333333330,0.2250770811921890,1,0
4260,4200000,0.4166666666666670,0.3333333333333330,0.22554423993272900,1,0
4180,4990000,0.4166666666666670,0.4,0.22624497804353900,1,1
4170,4000000,0.4166666666666670,0.3333333333333330,0.22666542091002500,1,0
4170,3649000,0.4166666666666670,0.4,0.22727272727272700,1,0
5250,2575000,0.3333333333333330,0.3333333333333330,0.22853405587218500,1,1
42,17200000,0.5,0.4,0.2287209193684010,1,1
4260,5600000,0.4166666666666670,0.4,0.2289077828646170,1,0
5440,5897500,0.4166666666666670,0.3333333333333330,0.22923479398299500,1,0
4260,5050000,0.4166666666666670,0.3333333333333330,0.22993553209380500,1,0
4180,5400000,0.5,0.4,0.2300289638419140,1,1
4260,4875000,0.4166666666666670,0.3333333333333330,0.2302158273381300,1,0
5240,1950000,0.4166666666666670,0.3333333333333330,0.2312435765673180,1,1
4460,4800000,0.4166666666666670,0.3333333333333330,0.2325516210408300,1,0
4180,4200000,0.4166666666666670,0.26666666666666700,0.23343922264785600,1,1
4180,5282000,0.4166666666666670,0.3333333333333330,0.2341399607586660,1,1
4180,5600000,0.4166666666666670,0.4,0.23512099411380000,1,1
4260,4325000,0.4166666666666670,0.4,0.23600859572082600,1,0
4260,5400000,0.5,0.4,0.23619545921704200,1,0
4160,4200000,0.4166666666666670,0.3333333333333330,0.23717649257217600,1,0
3221,5720000,0.4166666666666670,0.3333333333333330,0.23764365131271600,1,1
3221,5500000,0.5,0.3333333333333330,0.23848453704568800,1,1
4460,5404313,0.5,0.4666666666666670,0.23983929739325400,1,0
32,10750000,0.5,0.4,0.2406334672521720,1,0
32,22500000,0.4166666666666670,0.4666666666666670,0.24128748948892800,1,1
4120,5700000,0.4166666666666670,0.3333333333333330,0.24152106885919800,1,0
4260,4745000,0.3333333333333330,0.26666666666666700,0.24180136410352200,1,0
32,8700000,0.4166666666666670,0.4,0.24292254508081800,1,0
5100,8400000,0.3333333333333330,0.26666666666666700,0.24315612445108800,1,0
5100,8400000,0.3333333333333330,0.26666666666666700,0.24315612445108800,1,0
5100,8700000,0.3333333333333330,0.3333333333333330,0.24315612445108800,1,0
5100,10300000,0.4166666666666670,0.3333333333333330,0.24712697374567900,1,1
32,14500000,0.5,0.4,0.2472204054937870,1,1
32,16700000,0.5,0.4,0.2472204054937870,1,1
4180,3995000,0.4166666666666670,0.4,0.2473605531159490,1,1
4180,4300000,0.4166666666666670,0.3333333333333330,0.2475941324862190,1,1
3260,7000000,0.4166666666666670,0.3333333333333330,0.24960291507054100,1,1
41,1634000,0.4166666666666670,0.4,0.249836494440811,1,0
5440,2891133,0.4166666666666670,0.3333333333333330,0.250303653181351,1,0
3280,10310000,0.5,0.4666666666666670,0.25058394842567500,1,1
42,8130000,0.4166666666666670,0.4,0.25081752779594500,1,0
5440,12500000,0.3333333333333330,0.3333333333333330,0.2529197421283750,1,1
5440,16588640,0.3333333333333330,0.26666666666666700,0.2533401849948610,1,1
5002,11500000,0.5833333333333330,0.4666666666666670,0.25469494534242700,1,0
5220,3500000,0.4166666666666670,0.2,0.25506867233485900,1,1
3221,5175000,0.4166666666666670,0.4666666666666670,0.2552555358310750,1,1
22,7500000,0.5833333333333330,0.4,0.25749789778566800,1,0
5240,5600000,0.3333333333333330,0.3333333333333330,0.2576380454078300,1,1
5060,9750000,0.4166666666666670,0.3333333333333330,0.2578249089040460,1,1
4260,4500000,0.4166666666666670,0.4,0.2581519200224240,1,0
5250,6318663,0.4166666666666670,0.3333333333333330,0.25833878351864000,1,1
5250,7000000,0.4166666666666670,0.3333333333333330,0.25833878351864000,1,1
50,3100000,0.4166666666666670,0.3333333333333330,0.25927310099972000,1,0
4140,6250000,0.4166666666666670,0.3333333333333330,0.2596468279921520,1,0
32,13000000,0.5,0.4,0.2616088947024200,1,1
3150,5600000,0.4166666666666670,0.3333333333333330,0.2619826216948520,1,1
32,13065000,0.5,0.4666666666666670,0.26277679155377,1,1
5230,15600000,0.3333333333333330,0.26666666666666700,0.263057086798094,1,1
4230,6600000,0.5,0.4,0.26501915350836200,1,1
4180,6625000,0.4166666666666670,0.4666666666666670,0.26534616462674000,1,1
4260,5300000,0.4166666666666670,0.4666666666666670,0.2654863122489020,1,0
32,14000000,0.3333333333333330,0.26666666666666700,0.2665607773521440,1,1
3211,4937259,0.4166666666666670,0.3333333333333330,0.26758852658133200,1,1
3260,7625000,0.5,0.4,0.2709520695132210,1,1
32,3200000,0.5833333333333330,0.5333333333333330,0.27310099971970500,1,0
5100,11400000,0.4166666666666670,0.3333333333333330,0.2733812949640290,1,1
3280,10500000,0.5,0.4666666666666670,0.276838269644025,1,1
3280,9500000,0.5,0.4,0.27950107446510300,1,1
4140,8762500,0.4166666666666670,0.3333333333333330,0.28104269830888500,1,0
4110,11995000,0.5,0.4,0.2816032887975330,1,1
4130,31499000,0.5,0.4,0.2857610015883400,1,1
22,5050000,0.5,0.3333333333333330,0.2883770905353640,1,1
5002,16500000,0.4166666666666670,0.4,0.28884424927590400,0,0
22,14250000,0.5833333333333330,0.4666666666666670,0.28893768102401200,1,1
3222,8495000,0.4166666666666670,0.3333333333333330,0.2909931794823880,1,1
4140,7795000,0.4166666666666670,0.3333333333333330,0.29501074465103200,1,1
3260,4125000,0.5,0.4,0.29524432402130200,1,1
4110,11100000,0.4166666666666670,0.4,0.29594506213211200,1,1
3280,5800000,0.4166666666666670,0.3333333333333330,0.29655236849481500,1,0
3211,4937259,0.4166666666666670,0.3333333333333330,0.2971596748575170,1,1
5100,12750000,0.4166666666666670,0.4,0.29921517331589300,1,1
5100,12750000,0.4166666666666670,0.4,0.29921517331589300,1,1
5100,12250000,0.4166666666666670,0.4,0.3015509670185930,1,1
32,9000000,0.5833333333333330,0.4666666666666670,0.303232738484537,1,0
5100,6550000,0.4166666666666670,0.4,0.3036531813510230,1,1
5100,13250000,0.4166666666666670,0.3333333333333330,0.3045874988321030,1,1
4110,7325000,0.5,0.4666666666666670,0.3045874988321030,1,1
3030,7225000,0.5,0.4666666666666670,0.30477436232831900,1,1
12,8650000,0.6666666666666670,0.5333333333333330,0.3050079416985890,1,0
4180,5600000,0.5,0.4,0.3082313370083150,1,1
5230,5300000,0.4166666666666670,0.4,0.3097262449780440,0,1
5230,5300000,0.4166666666666670,0.4,0.3097262449780440,0,1
4190,10500000,0.4166666666666670,0.3333333333333330,0.31005325609642200,1,0
4170,7750000,0.4166666666666670,0.3333333333333330,0.3105204148369620,1,0
4110,13903000,0.5,0.4666666666666670,0.3117350275623660,1,1
3280,11750000,0.4166666666666670,0.3333333333333330,0.3121554704288520,1,1
5100,7500000,0.3333333333333330,0.26666666666666700,0.3133700831542560,1,1
12,15075000,0.5833333333333330,0.4666666666666670,0.31393067364290400,1,1
4140,8355285,0.4166666666666670,0.3333333333333330,0.3140241053910120,1,1
41,14000000,0.5,0.4,0.3147248435018220,1,1
4190,6375000,0.4166666666666670,0.3333333333333330,0.3171073530785760,1,0
